1.675837930000000000e+08,1.672714760000000000e+08,1.663005380000000000e+08,1.682297280000000000e+08,1.673197120000000000e+08,1.664658290000000000e+08,1.682098200000000000e+08,1.371306985000000000e+09,1.378304460000000000e+09,1.367009326000000000e+09,1.370291540000000000e+09,1.396563081000000000e+09,1.520821206000000000e+09,1.403845004000000000e+09,4.515056812000000000e+09,5.364284328000000000e+09,5.321133272000000000e+09,4.879233388000000000e+09,5.448970488000000000e+09,4.874982345000000000e+09,5.894435110000000000e+09,1.343030342400000000e+10,1.348740765100000000e+10,1.344091221400000000e+10,1.554145813500000000e+10,1.736670287600000000e+10,1.360309132000000000e+10,1.393373779100000000e+10,6.159029633200000000e+10,6.042547732500000000e+10,6.327831151300000000e+10,7.350796858300000000e+10,6.546467445800000000e+10,5.856161686300000000e+10,5.801709942700000000e+10,1.270771344410000000e+11,1.232652708530000000e+11,1.226649532130000000e+11,1.269758189290000000e+11,1.309441120400000000e+11,1.227661324890000000e+11,1.294868162060000000e+11,2.905191121690000000e+11,2.919996912030000000e+11,2.865466366710000000e+11,3.055465136350000000e+11,3.086669292540000000e+11,2.740256407330000000e+11,2.747561322730000000e+11,3.740110465790000000e+11,3.758396005040000000e+11,3.708288726490000000e+11,3.708829245440000000e+11,7.704748468630000000e+11,3.800025314040000000e+11,3.845275247980000000e+11,8.994435530150000000e+11,9.003733056730000000e+11,9.084248743210000000e+11,9.789839458580000000e+11,9.344863919690000000e+11,8.614057993800000000e+11,8.620538214480000000e+11,1.219128722441000000e+12,1.216450814467000000e+12,1.207315472358000000e+12,1.221887579137000000e+12,1.364008134836000000e+12,1.245652148008000000e+12,1.245999537061000000e+12,2.025600380873000000e+12,2.025010385824000000e+12,2.025415452720000000e+12,2.157240008966000000e+12,1.933220951972000000e+12,1.940281914562000000e+12,1.930166730888000000e+12
5.239805400000000000e+07,5.230243500000000000e+07,5.199614800000000000e+07,5.260208100000000000e+07,5.231340800000000000e+07,5.204775800000000000e+07,5.259267800000000000e+07,4.287837810000000000e+08,4.309760030000000000e+08,4.274302800000000000e+08,4.284818750000000000e+08,4.366723630000000000e+08,4.755262610000000000e+08,4.389508280000000000e+08,1.411783730000000000e+09,1.677336990000000000e+09,1.663792685000000000e+09,1.525710858000000000e+09,1.703772409000000000e+09,1.524290014000000000e+09,1.843067105000000000e+09,4.199439395000000000e+09,4.217325621000000000e+09,4.202657114000000000e+09,4.859733941000000000e+09,5.430190136000000000e+09,4.253364107000000000e+09,4.356793474000000000e+09,1.925807124100000000e+10,1.889393922600000000e+10,1.978584490000000000e+10,2.298427497700000000e+10,2.046942172200000000e+10,1.831083948700000000e+10,1.814076349500000000e+10,3.973499685600000000e+10,3.854335612500000000e+10,3.835449307000000000e+10,3.970462863600000000e+10,4.094338663500000000e+10,3.838609975600000000e+10,4.048788741300000000e+10,9.083957772900000000e+10,9.130290180800000000e+10,8.959609084500000000e+10,9.554009345600000000e+10,9.651363415700000000e+10,8.568148871000000000e+10,8.591063398700000000e+10,1.169474382880000000e+11,1.175199047980000000e+11,1.159499587620000000e+11,1.159724982640000000e+11,2.409108535460000000e+11,1.188181564360000000e+11,1.202338885280000000e+11,2.812379538030000000e+11,2.815295925430000000e+11,2.840421490280000000e+11,3.061133702010000000e+11,2.921981374300000000e+11,2.693424706830000000e+11,2.695465297240000000e+11,3.812036155100000000e+11,3.803504789770000000e+11,3.775033471780000000e+11,3.820281668730000000e+11,4.264958255190000000e+11,3.894884505700000000e+11,3.895983785620000000e+11,6.333638290720000000e+11,6.331807325300000000e+11,6.333018296090000000e+11,6.745283088580000000e+11,6.044827053590000000e+11,6.066848629550000000e+11,6.035172004800000000e+11
4.075695770000000000e+08,4.075695920000000000e+08,4.075695830000000000e+08,4.075695850000000000e+08,4.075695830000000000e+08,4.075695750000000000e+08,4.075695830000000000e+08,3.255260197000000000e+09,3.255260253000000000e+09,3.255260093000000000e+09,3.255260078000000000e+09,3.255260129000000000e+09,3.255260441000000000e+09,3.255260234000000000e+09,1.098057681400000000e+10,1.098057589300000000e+10,1.098057625300000000e+10,1.098057613000000000e+10,1.098057588400000000e+10,1.098057614900000000e+10,1.098057669300000000e+10,2.602101893700000000e+10,2.602101849600000000e+10,2.602101850900000000e+10,2.602101913800000000e+10,2.602101961700000000e+10,2.602101866700000000e+10,2.602101872800000000e+10,8.779730415700000000e+10,8.779728992700000000e+10,8.779729939100000000e+10,8.779729560600000000e+10,8.779729847500000000e+10,8.779728882400000000e+10,8.779728806500000000e+10,2.080840765790000000e+11,2.080840637780000000e+11,2.080840638750000000e+11,2.080840638000000000e+11,2.080840721390000000e+11,2.080840622490000000e+11,2.080840658440000000e+11,4.063814181240000000e+11,4.063814392200000000e+11,4.063813767880000000e+11,4.063813878330000000e+11,4.063814294430000000e+11,4.063813699620000000e+11,4.063813653040000000e+11,7.021891546150000000e+11,7.021891691250000000e+11,7.021891797010000000e+11,7.021891539180000000e+11,7.021892818760000000e+11,7.021891590950000000e+11,7.021891613020000000e+11,1.115007633808000000e+12,1.115007619343000000e+12,1.115007687392000000e+12,1.115007834069000000e+12,1.115007624879000000e+12,1.115007573322000000e+12,1.115007588360000000e+12,1.664336481976000000e+12,1.664336441530000000e+12,1.664336440931000000e+12,1.664336514630000000e+12,1.664336558790000000e+12,1.664336550107000000e+12,1.664336498276000000e+12,2.369676243208000000e+12,2.369676192598000000e+12,2.369676178613000000e+12,2.369676316881000000e+12,2.369675935575000000e+12,2.369676043264000000e+12,2.369675937985000000e+12
1.751693780000000000e+08,1.737169990000000000e+08,1.728217170000000000e+08,1.752802280000000000e+08,1.728633860000000000e+08,1.728514430000000000e+08,1.741315260000000000e+08,1.433741951000000000e+09,1.434055186000000000e+09,1.430570124000000000e+09,1.433641765000000000e+09,1.444190347000000000e+09,1.531470189000000000e+09,1.452064210000000000e+09,4.734541695000000000e+09,5.616545526000000000e+09,5.549074323000000000e+09,5.114849300000000000e+09,5.684842819000000000e+09,5.041701421000000000e+09,6.066984015000000000e+09,1.410663861800000000e+10,1.418781226800000000e+10,1.411971148200000000e+10,1.627929604500000000e+10,1.824222442200000000e+10,1.411724174400000000e+10,1.438540946900000000e+10,6.082513518300000000e+10,6.051811467700000000e+10,6.276165032800000000e+10,7.142640707200000000e+10,6.249308335500000000e+10,6.077390131300000000e+10,6.020653157000000000e+10,1.337641213830000000e+11,1.298841309250000000e+11,1.290839581040000000e+11,1.331503989750000000e+11,1.376102441310000000e+11,1.274417233670000000e+11,1.343949911350000000e+11,2.880216958920000000e+11,2.885493691720000000e+11,2.877302113680000000e+11,2.969079407510000000e+11,2.957167766290000000e+11,2.847183102310000000e+11,2.850004010730000000e+11,3.941286445490000000e+11,3.962186378920000000e+11,3.902140129050000000e+11,3.890644003590000000e+11,8.083722763980000000e+11,3.945339499230000000e+11,3.994504128420000000e+11,8.990700764160000000e+11,9.007615039630000000e+11,9.022657472040000000e+11,9.356909491380000000e+11,9.350892118910000000e+11,8.935683008960000000e+11,8.943721588790000000e+11,1.283883858076000000e+12,1.280099117653000000e+12,1.270986592508000000e+12,1.281896090487000000e+12,1.430158299856000000e+12,1.290596607198000000e+12,1.292929592592000000e+12,2.012623647902000000e+12,2.015122310478000000e+12,2.015262650991000000e+12,2.071622138385000000e+12,1.996860001333000000e+12,2.012755186439000000e+12,2.003820124464000000e+12
4.351402800000000000e+07,4.370068400000000000e+07,4.378385600000000000e+07,4.337612800000000000e+07,4.686289600000000000e+07,4.547423200000000000e+07,4.448651600000000000e+07,3.530681200000000000e+08,3.533564120000000000e+08,3.599703900000000000e+08,3.606924080000000000e+08,4.090076520000000000e+08,3.647577800000000000e+08,4.055646510000000000e+08,1.343579856000000000e+09,1.408733908000000000e+09,1.266004648000000000e+09,1.342889548000000000e+09,1.376367556000000000e+09,1.418885644000000000e+09,1.297341668000000000e+09,3.475602088000000000e+09,3.492564040000000000e+09,3.468272879000000000e+09,3.450051664000000000e+09,3.455434068000000000e+09,3.804259492000000000e+09,3.720600876000000000e+09,1.492566734800000000e+10,1.527199092400000000e+10,1.515520496000000000e+10,1.915600265700000000e+10,1.953118907600000000e+10,1.486503448000000000e+10,1.501632171600000000e+10,3.225640161600000000e+10,3.311020093200000000e+10,3.179783234000000000e+10,3.207545074000000000e+10,3.224274231600000000e+10,3.372262023200000000e+10,3.355300734400000000e+10,7.700787095600000000e+10,7.567725774800000000e+10,7.627990038000000000e+10,9.443036651200000000e+10,7.552510278800000000e+10,7.259280163600000000e+10,7.282577005200000000e+10,9.834106386800000000e+10,1.005941820080000000e+11,9.956785940800000000e+10,1.010471392200000000e+11,1.001933654600000000e+11,1.056331676340000000e+11,1.094072660640000000e+11,2.807478858120000000e+11,2.833733341410000000e+11,2.826052884840000000e+11,3.459206573280000000e+11,2.749300386620000000e+11,2.675541827920000000e+11,2.690527790720000000e+11,3.276918068320000000e+11,3.187739622440000000e+11,3.424329217960000000e+11,3.836871195440000000e+11,3.345653616280000000e+11,4.033552623880000000e+11,4.066171581160000000e+11,6.015972007560000000e+11,6.128214279880000000e+11,5.809427270000000000e+11,7.777677816160000000e+11,5.790757247280000000e+11,5.995286363760000000e+11,5.762394667000000000e+11
1.360364800000000000e+07,1.366077700000000000e+07,1.368722200000000000e+07,1.355662700000000000e+07,1.464900200000000000e+07,1.421438200000000000e+07,1.390503000000000000e+07,1.103967440000000000e+08,1.104796970000000000e+08,1.125523730000000000e+08,1.127540570000000000e+08,1.278858480000000000e+08,1.140492550000000000e+08,1.268067890000000000e+08,4.201173060000000000e+08,4.404657510000000000e+08,3.958545620000000000e+08,4.197995890000000000e+08,4.303578270000000000e+08,4.436531200000000000e+08,4.056439630000000000e+08,1.086769497000000000e+09,1.092013175000000000e+09,1.084462043000000000e+09,1.078521530000000000e+09,1.080435914000000000e+09,1.189508828000000000e+09,1.163337562000000000e+09,4.666945658000000000e+09,4.775242554000000000e+09,4.738700230000000000e+09,5.989693350000000000e+09,6.107019012000000000e+09,4.647978459000000000e+09,4.695230324000000000e+09,1.008611479700000000e+10,1.035251194500000000e+10,9.942581161000000000e+09,1.002717272300000000e+10,1.008159811200000000e+10,1.054434672900000000e+10,1.049119692200000000e+10,2.407877293000000000e+10,2.366275948100000000e+10,2.385106554100000000e+10,2.952646631000000000e+10,2.361522705100000000e+10,2.269823115000000000e+10,2.277083352500000000e+10,3.074985240800000000e+10,3.145268264500000000e+10,3.113300331000000000e+10,3.158906078000000000e+10,3.132827688100000000e+10,3.302925420000000000e+10,3.420898917400000000e+10,8.778407713700000000e+10,8.860515331800000000e+10,8.836455387200000000e+10,1.081623605410000000e+11,8.596524226500000000e+10,8.365853427300000000e+10,8.412634245700000000e+10,1.024646064620000000e+11,9.967129575400000000e+10,1.070724598500000000e+11,1.199527344830000000e+11,1.046113019360000000e+11,1.261206694360000000e+11,1.271396128430000000e+11,1.881070280200000000e+11,1.916169287040000000e+11,1.816483042740000000e+11,2.431919668920000000e+11,1.810655189240000000e+11,1.874611282310000000e+11,1.801768228500000000e+11
1.058527220000000000e+08,1.060720520000000000e+08,1.058520110000000000e+08,1.059563600000000000e+08,1.074013890000000000e+08,1.061998020000000000e+08,1.058519630000000000e+08,8.451427230000000000e+08,8.467669690000000000e+08,8.472360680000000000e+08,8.458782810000000000e+08,8.472681900000000000e+08,8.451652230000000000e+08,8.493361030000000000e+08,2.850791435000000000e+09,2.852891105000000000e+09,2.850790854000000000e+09,2.850791606000000000e+09,2.850791660000000000e+09,2.852890815000000000e+09,2.852891777000000000e+09,6.757642397000000000e+09,6.755541966000000000e+09,6.757634679000000000e+09,6.755543032000000000e+09,6.757641545000000000e+09,6.755524327000000000e+09,6.757612899000000000e+09,2.279577530900000000e+10,2.279366942700000000e+10,2.279366741000000000e+10,2.279784563600000000e+10,2.279630841800000000e+10,2.279367142300000000e+10,2.279577497900000000e+10,5.402408529000000000e+10,5.402415366400000000e+10,5.402620288100000000e+10,5.402414690300000000e+10,5.402415238000000000e+10,5.402415375100000000e+10,5.402622386900000000e+10,1.055037436270000000e+11,1.055052795500000000e+11,1.055073689490000000e+11,1.055073945080000000e+11,1.055052734970000000e+11,1.055031926030000000e+11,1.055031940520000000e+11,1.822995825590000000e+11,1.822995848690000000e+11,1.823016734580000000e+11,1.822995795750000000e+11,1.823016470100000000e+11,1.823037382810000000e+11,1.823016799010000000e+11,2.894758813620000000e+11,2.894779031470000000e+11,2.894759224970000000e+11,2.894759905600000000e+11,2.894779220400000000e+11,2.894758614110000000e+11,2.894758580140000000e+11,4.320902714340000000e+11,4.320902425610000000e+11,4.320902550010000000e+11,4.320905346500000000e+11,4.320881735620000000e+11,4.320923476730000000e+11,4.320902871040000000e+11,6.152076142310000000e+11,6.152054864140000000e+11,6.152076263240000000e+11,6.152076838090000000e+11,6.152053567680000000e+11,6.152074876490000000e+11,6.152053651050000000e+11
4.292707600000000000e+07,4.324590100000000000e+07,4.295773100000000000e+07,4.291266700000000000e+07,4.610507700000000000e+07,4.350261400000000000e+07,4.278365600000000000e+07,3.482717520000000000e+08,3.516738000000000000e+08,3.537552260000000000e+08,3.500823350000000000e+08,3.617891610000000000e+08,3.485923090000000000e+08,3.591689840000000000e+08,1.328375429000000000e+09,1.381395846000000000e+09,1.260452989000000000e+09,1.318184899000000000e+09,1.360500840000000000e+09,1.364221276000000000e+09,1.244359241000000000e+09,3.389702684000000000e+09,3.352733021000000000e+09,3.407250830000000000e+09,3.374198732000000000e+09,3.399133377000000000e+09,3.565582393000000000e+09,3.472237997000000000e+09,1.374402718500000000e+10,1.415652200800000000e+10,1.396179163800000000e+10,1.552014382800000000e+10,1.668555350400000000e+10,1.442614256200000000e+10,1.464774026100000000e+10,3.182328498500000000e+10,3.264198777400000000e+10,3.141257145700000000e+10,3.157287482700000000e+10,3.178441121100000000e+10,3.244732937000000000e+10,3.163649960200000000e+10,7.024270979400000000e+10,6.907463643200000000e+10,7.122210060900000000e+10,7.650745903700000000e+10,7.030199240400000000e+10,6.993736929100000000e+10,7.085191676900000000e+10,9.695103859100000000e+10,9.892009085400000000e+10,9.839625414800000000e+10,9.863850854300000000e+10,9.878014324000000000e+10,1.015889957350000000e+11,1.044780681670000000e+11,2.573855093830000000e+11,2.579334255610000000e+11,2.556762017640000000e+11,2.673003218650000000e+11,2.606436565030000000e+11,2.563439761650000000e+11,2.596123399140000000e+11,3.213075180650000000e+11,3.127770182910000000e+11,3.374313178760000000e+11,3.777520374010000000e+11,3.287464360020000000e+11,3.850138712890000000e+11,3.855218491130000000e+11,5.484044085850000000e+11,5.513354515050000000e+11,5.298475945060000000e+11,5.857381696460000000e+11,5.543212150230000000e+11,5.746724423420000000e+11,5.484265350610000000e+11
1.776552739000000000e+09,2.116201060000000000e+08,2.111731430000000000e+08,2.464145620000000000e+08,2.114337450000000000e+08,2.081247720000000000e+08,2.083358540000000000e+08,6.297553400000000000e+08,5.568632670000000000e+08,5.567909020000000000e+08,5.568061530000000000e+08,5.532284880000000000e+08,5.558024630000000000e+08,5.919507010000000000e+08,1.513213767000000000e+09,1.495675788000000000e+09,1.489068099000000000e+09,1.487354050000000000e+09,1.494662849000000000e+09,1.522575172000000000e+09,1.491841720000000000e+09,3.277026230000000000e+09,3.284204685000000000e+09,3.273509640000000000e+09,3.275320596000000000e+09,3.287778959000000000e+09,3.287030425000000000e+09,3.276757004000000000e+09,1.059104909700000000e+10,1.059628233000000000e+10,1.059900847500000000e+10,1.059932799900000000e+10,1.060092265700000000e+10,1.061569521800000000e+10,1.060030145000000000e+10,2.477045888400000000e+10,2.482489013500000000e+10,2.481210070800000000e+10,2.482413294500000000e+10,2.482122423300000000e+10,2.482362417000000000e+10,2.479970537800000000e+10,4.809998303100000000e+10,4.835075365400000000e+10,4.826316222800000000e+10,4.821863321000000000e+10,4.822106366200000000e+10,4.822374164900000000e+10,4.822555652600000000e+10,8.310150674700000000e+10,8.371437659400000000e+10,8.317973800900000000e+10,8.312056615700000000e+10,8.319246017700000000e+10,8.313927813300000000e+10,8.312074783900000000e+10,1.317479998460000000e+11,1.318549293110000000e+11,1.318746307330000000e+11,1.318186222060000000e+11,1.317929671420000000e+11,1.317915409990000000e+11,1.318883867370000000e+11,1.966561940320000000e+11,1.966349444950000000e+11,1.965602779600000000e+11,1.965784842450000000e+11,1.965700061860000000e+11,1.966654186130000000e+11,1.965655952290000000e+11,2.797496655310000000e+11,2.798045612580000000e+11,2.797384033860000000e+11,2.797149807740000000e+11,2.796969074720000000e+11,2.797996543660000000e+11,2.797133027870000000e+11
5.556525580000000000e+08,6.617338900000000000e+07,6.602821800000000000e+07,7.704668100000000000e+07,6.611029200000000000e+07,6.507540600000000000e+07,6.514121300000000000e+07,1.971368210000000000e+08,1.741335960000000000e+08,1.740959120000000000e+08,1.741004730000000000e+08,1.729840960000000000e+08,1.737877700000000000e+08,1.850899640000000000e+08,4.736776790000000000e+08,4.677067280000000000e+08,4.655993920000000000e+08,4.650631640000000000e+08,4.673563230000000000e+08,4.760779510000000000e+08,4.664682870000000000e+08,1.025727365000000000e+09,1.026990472000000000e+09,1.023557577000000000e+09,1.024122507000000000e+09,1.028035642000000000e+09,1.027793175000000000e+09,1.024576906000000000e+09,3.314453897000000000e+09,3.313514207000000000e+09,3.314092005000000000e+09,3.314189782000000000e+09,3.314744350000000000e+09,3.319332739000000000e+09,3.314508099000000000e+09,7.749638255000000000e+09,7.762822968000000000e+09,7.758237600000000000e+09,7.761992021000000000e+09,7.761211811000000000e+09,7.761892931000000000e+09,7.754387017000000000e+09,1.504381185300000000e+10,1.511924647700000000e+10,1.509090565700000000e+10,1.507697190200000000e+10,1.507797052100000000e+10,1.507867911700000000e+10,1.507919717900000000e+10,2.598615656800000000e+10,2.617696472800000000e+10,2.600859930900000000e+10,2.599008715300000000e+10,2.601295189200000000e+10,2.599611701300000000e+10,2.599024467800000000e+10,4.118592274100000000e+10,4.122943909900000000e+10,4.123449664600000000e+10,4.121696449800000000e+10,4.120948891900000000e+10,4.120875779300000000e+10,4.123893021600000000e+10,6.148586555100000000e+10,6.148444284400000000e+10,6.146036376100000000e+10,6.146603735000000000e+10,6.146407730800000000e+10,6.149356219200000000e+10,6.146221675900000000e+10,8.748059849300000000e+10,8.748936797500000000e+10,8.746844281500000000e+10,8.746166569900000000e+10,8.745623478200000000e+10,8.748799150900000000e+10,8.746084944600000000e+10
